ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,CPM
778161,936,115804,30-34,M,28,17954,6,7.54,2,1,0.00033419,1.26,0.000420
778208,936,115812,40-44,F,29,2755,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
778264,936,115822,40-44,F,27,8152,1,0.99,1,0,0.00012267,0.99,0.000121
778266,936,115822,40-44,F,27,74542,19,34.15,1,0,0.00025489,1.80,0.000458
778421,936,115848,40-44,F,20,6699,2,3.09,1,0,0.00029855,1.55,0.000461
778422,936,115848,40-44,F,20,11911,4,3.96,1,0,0.00033582,0.99,0.000332
778461,936,115854,40-44,M,29,10090,2,2.65,1,1,0.00019822,1.33,0.000263
778471,936,115856,30-34,M,32,1273,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
778483,936,115858,40-44,F,18,24188,5,8.18,1,0,0.00020671,1.64,0.000338
778529,936,115866,30-34,M,31,2214,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
778556,936,115870,40-44,M,32,9735,4,4.13,1,1,0.00041089,1.03,0.000424
778590,936,115876,30-34,M,30,1371,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
778600,936,115878,40-44,F,22,10750,4,5.39,1,0,0.00037209,1.35,0.000501
778626,936,115882,30-34,M,29,7629,1,0.72,1,1,0.00013108,0.72,0.000094
778628,936,115882,30-34,M,29,4608,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
778674,936,115890,35-39,M,29,3732,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
778689,936,115892,30-34,M,28,7453,1,1.68,1,1,0.00013417,1.68,0.000225
778722,936,115898,35-39,F,64,41785,14,19.10,1,0,0.00033505,1.36,0.000457
778737,936,115900,35-39,M,27,8077,2,3.58,1,1,0.00024762,1.79,0.000443
778756,936,115904,35-39,F,63,5602,1,1.58,1,0,0.00017851,1.58,0.000282
778804,936,115912,30-34,M,26,6184,2,2.75,1,1,0.00032342,1.38,0.000445
778808,936,115912,30-34,M,26,1738,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
778964,936,115938,35-39,F,27,112460,25,41.29,1,0,0.00022230,1.65,0.000367
779057,936,115954,40-44,M,15,4414,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
779106,936,115962,35-39,F,30,14670,7,9.41,1,0,0.00047716,1.34,0.000641
779438,936,116031,30-34,F,64,33144,9,13.41,1,0,0.00027154,1.49,0.000405
779453,936,116033,45-49,M,64,4397,1,0.95,1,0,0.00022743,0.95,0.000216
779488,936,116039,45-49,M,65,1006,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
779573,936,116053,35-39,F,10,89527,24,32.29,1,0,0.00026808,1.35,0.000361
779608,936,116059,35-39,F,15,2459,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
779609,936,116059,35-39,F,15,7116,2,1.73,1,1,0.00028106,0.87,0.000243
779622,936,116061,30-34,F,15,8613,1,0.89,2,0,0.00011610,0.89,0.000103
779631,936,116063,35-39,F,16,9730,1,1.38,1,0,0.00010277,1.38,0.000142
779644,936,116065,30-34,F,16,51816,8,10.23,2,1,0.00015439,1.28,0.000197
779645,936,116065,30-34,F,16,27289,3,4.43,1,0,0.00010993,1.48,0.000162
779715,936,116077,30-34,F,29,20409,4,3.83,1,0,0.00019599,0.96,0.000188
779716,936,116077,30-34,F,29,8044,1,1.11,1,0,0.00012432,1.11,0.000138
779738,936,116081,30-34,F,28,15645,4,5.35,1,0,0.00025567,1.34,0.000342
779778,936,116087,30-34,F,31,2466,0,0.00,2,2,0.00000000,#DIV/0!,0.000000
779789,936,116089,45-49,M,10,11611,3,3.95,1,1,0.00025838,1.32,0.000340
779824,936,116095,45-49,M,7,9375,3,4.02,1,0,0.00032000,1.34,0.000429
779871,936,116103,30-34,F,32,4402,1,1.33,1,1,0.00022717,1.33,0.000302
779918,936,116111,30-34,F,18,8469,2,3.09,1,0,0.00023616,1.54,0.000365
779922,936,116111,30-34,F,18,5823,1,1.42,1,1,0.00017173,1.42,0.000244
779944,936,116115,35-39,M,10,2549,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
779979,936,116121,35-39,M,16,25817,4,6.02,1,0,0.00015494,1.50,0.000233
779995,936,116123,30-34,F,20,1961,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
780064,936,116135,30-34,F,22,2554,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
780104,936,116147,30-34,F,25,4971,1,1.23,1,1,0.00020117,1.23,0.000247
780199,936,116163,35-39,F,23,1030,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
780318,936,116183,45-49,F,29,162341,56,77.08,3,0,0.00034495,1.38,0.000475
780323,936,116183,45-49,F,29,24542,7,9.33,1,0,0.00028523,1.33,0.000380
780486,936,116216,30-34,F,65,2879,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
780498,936,116218,30-34,F,64,13621,3,4.09,1,0,0.00022025,1.36,0.000300
780511,936,116220,30-34,F,63,6175,1,1.37,2,1,0.00016194,1.37,0.000222
780629,936,116240,30-34,F,28,2963,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
780653,936,116244,30-34,F,29,9076,1,1.38,1,1,0.00011018,1.38,0.000152
780655,936,116244,30-34,F,29,20941,4,5.91,1,1,0.00019101,1.48,0.000282
780666,936,116246,45-49,F,10,3462,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
780681,936,116248,30-34,F,26,4073,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
780700,936,116252,30-34,F,27,3745,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
780748,936,116265,30-34,F,24,830,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
780759,936,116267,45-49,F,18,2912,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
780760,936,116267,45-49,F,18,17167,5,6.91,1,0,0.00029126,1.38,0.000403
780797,936,116273,30-34,F,22,24491,7,9.54,1,0,0.00028582,1.36,0.000390
780799,936,116273,30-34,F,22,44699,13,17.30,2,0,0.00029083,1.33,0.000387
780821,936,116277,30-34,F,23,6469,2,1.31,1,0,0.00030917,0.65,0.000203
780830,936,116279,45-49,F,16,16053,3,4.08,1,1,0.00018688,1.36,0.000254
780835,936,116279,45-49,F,16,54724,12,17.93,1,1,0.00021928,1.49,0.000328
780867,936,116285,30-34,F,21,4706,1,1.22,1,0,0.00021249,1.22,0.000259
780974,936,116303,40-44,F,32,8316,3,4.57,1,1,0.00036075,1.52,0.000550
781066,936,116323,40-44,F,22,5794,2,2.27,1,0,0.00034518,1.13,0.000392
781114,936,116331,40-44,F,18,4813,1,1.03,1,0,0.00020777,1.03,0.000214
781159,936,116339,40-44,F,10,85285,26,36.13,1,0,0.00030486,1.39,0.000424
781162,936,116339,40-44,F,10,5839,1,1.37,1,0,0.00017126,1.37,0.000235
781175,936,116341,40-44,F,15,5859,1,1.54,1,0,0.00017068,1.54,0.000263
781187,936,116343,40-44,F,16,164118,41,59.07,1,0,0.00024982,1.44,0.000360
781195,936,116345,35-39,F,63,18234,6,7.81,1,0,0.00032906,1.30,0.000428
781207,936,116347,35-39,F,64,2755,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
781303,936,116363,35-39,F,27,73676,20,28.50,1,0,0.00027146,1.43,0.000387
781305,936,116363,35-39,F,27,18421,7,10.08,1,0,0.00038000,1.44,0.000547
781327,936,116367,35-39,F,29,164754,49,67.98,2,1,0.00029741,1.39,0.000413
781353,936,116371,35-39,F,10,7449,1,1.64,1,1,0.00013425,1.64,0.000220
781354,936,116371,35-39,F,10,6424,1,0.53,1,0,0.00015567,0.53,0.000083
781438,936,116385,30-34,M,63,2086,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
781470,936,116391,35-39,M,16,6016,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
781499,936,116395,35-39,M,15,6412,1,1.37,1,0,0.00015596,1.37,0.000214
781508,936,116397,30-34,F,63,5040,1,1.44,1,0,0.00019841,1.44,0.000286
781556,936,116405,30-34,F,32,1772,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
781559,936,116405,30-34,F,32,1783,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
781606,936,116413,35-39,M,20,8200,3,3.92,1,0,0.00036585,1.31,0.000478
781690,936,116427,45-49,F,26,115896,38,49.44,1,0,0.00032788,1.30,0.000427
781811,936,116447,35-39,F,16,10186,1,1.23,1,1,0.00009817,1.23,0.000121
781857,936,116455,30-34,M,20,9134,3,4.18,2,0,0.00032844,1.39,0.000458
781858,936,116455,30-34,M,20,3385,1,1.44,1,1,0.00029542,1.44,0.000425
781907,936,116463,45-49,F,21,1314,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
781928,936,116467,30-34,M,18,2916,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
781929,936,116467,30-34,M,18,6142,1,1.33,1,0,0.00016281,1.33,0.000217
781950,936,116471,30-34,F,20,1984,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
781999,936,116479,30-34,M,24,9142,3,3.75,1,0,0.00032816,1.25,0.000410
782001,936,116479,30-34,M,24,5475,2,2.73,1,1,0.00036530,1.37,0.000499
782022,936,116483,30-34,F,18,8254,2,2.32,1,1,0.00024231,1.16,0.000281
782026,936,116483,30-34,F,18,5704,1,1.32,1,0,0.00017532,1.32,0.000231
782130,936,116501,30-34,F,16,7301,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
782134,936,116501,30-34,F,16,37873,5,6.17,1,1,0.00013202,1.23,0.000163
782135,936,116501,30-34,F,16,25267,4,4.94,2,1,0.00015831,1.24,0.000196
782171,936,116507,30-34,F,30,535,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
782180,936,116509,30-34,M,29,3396,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
782219,936,116515,30-34,M,26,977,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
782228,936,116517,40-44,F,63,12318,5,6.34,1,1,0.00040591,1.27,0.000515
782242,936,116519,30-34,F,28,4783,1,0.86,1,0,0.00020907,0.86,0.000180
782275,936,116525,30-34,F,29,6475,1,1.35,1,0,0.00015444,1.35,0.000208
782337,936,116535,45-49,F,16,104578,29,39.25,1,1,0.00027730,1.35,0.000375
782407,936,116547,45-49,F,10,33664,11,12.51,1,0,0.00032676,1.14,0.000372
782443,936,116553,40-44,F,20,979,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
782541,936,116569,40-44,F,28,7337,3,4.08,1,0,0.00040889,1.36,0.000556
782587,936,116577,30-34,M,10,2499,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
782647,936,116587,40-44,F,27,11244,3,4.55,1,0,0.00026681,1.52,0.000405
782658,936,116589,30-34,M,15,4827,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
782694,936,116595,35-39,F,29,29035,7,8.91,2,2,0.00024109,1.27,0.000307
782706,936,116597,35-39,F,30,761,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
782754,936,116605,35-39,F,26,6532,1,1.61,1,0,0.00015309,1.61,0.000246
782815,936,116615,40-44,F,10,11537,3,4.30,1,0,0.00026003,1.43,0.000373
782816,936,116615,40-44,F,10,12183,3,2.87,1,0,0.00024624,0.96,0.000236
782862,936,116623,35-39,F,64,5912,1,1.56,1,1,0.00016915,1.56,0.000264
950068,936,123438,30-34,M,10,4012,1,1.57,1,0,0.00024925,1.57,0.000391
950078,936,123440,30-34,M,16,12396,2,3.21,2,1,0.00016134,1.61,0.000259
950079,936,123440,30-34,M,16,3142,0,0.00,2,2,0.00000000,#DIV/0!,0.000000
950099,936,123443,30-34,M,18,1120,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950109,936,123445,30-34,M,20,343,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
950170,936,123455,30-34,M,15,1720,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
950179,936,123457,30-34,M,16,3423,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
950182,936,123457,30-34,M,16,3242,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950183,936,123457,30-34,M,16,15720,1,1.38,1,0,0.00006361,1.38,0.000088
950200,936,123460,30-34,M,10,1217,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
950224,936,123464,40-44,M,20,2367,2,2.84,1,1,0.00084495,1.42,0.001200
950326,936,123481,35-39,M,16,6607,1,1.32,2,0,0.00015135,1.32,0.000200
950345,936,123484,30-34,M,64,616,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950452,936,123502,45-49,M,16,5537,1,1.52,1,0,0.00018060,1.52,0.000275
950463,936,123504,45-49,M,15,818,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950495,936,123509,45-49,M,21,1909,1,0.98,1,0,0.00052383,0.98,0.000513
950521,936,123514,30-34,M,21,351,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950531,936,123515,45-49,M,22,572,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950537,936,123516,40-44,M,36,1884,1,1.41,1,0,0.00053079,1.41,0.000748
950550,936,123519,30-34,M,30,219,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950577,936,123523,30-34,M,32,540,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
950578,936,123523,30-34,M,32,550,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950595,936,123526,30-34,M,26,465,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950609,936,123528,30-34,M,29,1761,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
950629,936,123532,30-34,M,65,152,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
950631,936,123532,30-34,M,65,152,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
950649,936,123535,30-34,M,64,429,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950745,936,123551,30-34,M,29,1514,0,0.00,2,2,0.00000000,#DIV/0!,0.000000
950770,936,123555,30-34,M,28,7780,3,4.33,2,2,0.00038560,1.44,0.000557
950772,936,123556,35-39,M,28,460,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950773,936,123556,35-39,M,28,471,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950776,936,123556,35-39,M,28,2633,1,1.07,1,0,0.00037979,1.07,0.000406
950787,936,123558,30-34,M,27,199,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950808,936,123562,35-39,M,32,398,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
950839,936,123567,30-34,M,24,246,0,0.00,2,2,0.00000000,#DIV/0!,0.000000
950878,936,123573,40-44,M,10,2967,1,1.50,1,1,0.00033704,1.50,0.000506
950969,936,123588,45-49,M,36,255,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951021,936,123597,30-34,F,7,457,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
951033,936,123599,30-34,F,10,5517,1,1.23,1,0,0.00018126,1.23,0.000223
951035,936,123599,30-34,F,10,1539,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
951043,936,123601,30-34,F,16,3189,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951045,936,123601,30-34,F,16,3348,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951046,936,123601,30-34,F,16,20050,4,4.66,4,1,0.00019950,1.16,0.000232
951102,936,123611,45-49,M,16,2254,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951105,936,123611,45-49,M,16,5894,1,1.54,1,1,0.00016966,1.54,0.000261
951133,936,123616,35-39,M,16,9948,2,2.72,2,0,0.00020105,1.36,0.000273
951202,936,123627,45-49,F,26,5307,3,4.29,2,1,0.00056529,1.43,0.000808
951225,936,123631,35-39,F,22,4621,2,3.25,1,1,0.00043281,1.63,0.000703
951270,936,123639,35-39,F,18,784,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
951282,936,123641,35-39,F,16,5775,1,1.58,1,1,0.00017316,1.58,0.000274
951285,936,123641,35-39,F,16,9297,2,2.62,2,1,0.00021512,1.31,0.000282
951294,936,123643,35-39,F,15,699,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951305,936,123644,35-39,F,10,1104,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951334,936,123649,30-34,F,64,3717,1,1.54,1,0,0.00026903,1.54,0.000414
951391,936,123659,30-34,F,28,2879,1,1.59,2,2,0.00034734,1.59,0.000552
951392,936,123659,30-34,F,28,2749,1,1.39,1,0,0.00036377,1.39,0.000506
951400,936,123660,45-49,F,10,24028,9,12.39,2,0,0.00037456,1.38,0.000516
951402,936,123661,30-34,F,29,1118,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
951413,936,123662,30-34,F,26,1083,0,0.00,2,1,0.00000000,#DIV/0!,0.000000
951420,936,123664,30-34,F,27,843,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951444,936,123668,30-34,F,25,2983,1,0.97,1,0,0.00033523,0.97,0.000325
951448,936,123668,30-34,F,25,696,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951462,936,123671,45-49,F,16,7589,2,3.15,1,1,0.00026354,1.58,0.000415
951464,936,123671,45-49,F,16,20997,10,11.95,1,0,0.00047626,1.19,0.000569
951465,936,123671,45-49,F,16,4617,1,1.36,1,0,0.00021659,1.36,0.000295
951498,936,123677,45-49,F,20,259,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951508,936,123678,30-34,F,18,1134,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951542,936,123684,40-44,F,27,357,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951607,936,123695,40-44,F,10,848,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
951608,936,123695,40-44,F,10,3149,1,1.48,1,0,0.00031756,1.48,0.000470
951641,936,123700,40-44,F,2,87,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
951677,936,123706,35-39,F,27,2563,1,1.48,1,0,0.00039017,1.48,0.000577
951692,936,123709,35-39,F,10,1107,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951715,936,123713,45-49,F,64,10677,5,7.27,1,0,0.00046830,1.45,0.000681
951756,936,123720,35-39,F,22,2189,1,0.41,1,0,0.00045683,0.41,0.000187
951779,936,123723,45-49,F,27,3277,2,2.68,1,0,0.00061031,1.34,0.000818
951782,936,123724,45-49,F,26,781,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951810,936,123729,35-39,F,16,2226,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951812,936,123729,35-39,F,16,16274,4,6.08,2,0,0.00024579,1.52,0.000374
951837,936,123733,45-49,F,20,2077,1,1.51,1,1,0.00048146,1.51,0.000727
951853,936,123736,30-34,F,20,529,0,0.00,0,0,0.00000000,#DIV/0!,0.000000
951854,936,123736,30-34,F,20,487,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
951856,936,123736,30-34,F,20,4626,2,2.10,2,0,0.00043234,1.05,0.000454
951941,936,123750,30-34,F,28,2764,1,1.56,1,1,0.00036179,1.56,0.000564
952001,936,123760,45-49,F,10,5447,2,2.96,1,0,0.00036717,1.48,0.000543
952031,936,123765,40-44,F,16,28169,8,12.37,1,1,0.00028400,1.55,0.000439
952080,936,123774,40-44,F,27,415,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
952100,936,123777,35-39,F,29,810,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
1121091,1178,144531,30-34,M,10,1194718,141,254.05,28,14,0.00011802,1.80,0.000213
1121092,1178,144531,30-34,M,10,637648,67,122.40,13,5,0.00010507,1.83,0.000192
1121094,1178,144531,30-34,M,10,24362,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
1121095,1178,144531,30-34,M,10,459690,50,86.33,5,2,0.00010877,1.73,0.000188
1121096,1178,144531,30-34,M,10,750060,86,161.91,11,2,0.00011466,1.88,0.000216
1121097,1178,144532,30-34,M,15,30068,1,1.82,1,0,0.00003326,1.82,0.000061
1121098,1178,144532,30-34,M,15,1267550,123,236.77,24,10,0.00009704,1.92,0.000187
1121100,1178,144532,30-34,M,15,3052003,340,639.95,60,17,0.00011140,1.88,0.000210
1121101,1178,144532,30-34,M,15,29945,1,1.59,2,1,0.00003339,1.59,0.000053
1121102,1178,144532,30-34,M,15,357856,30,52.97,7,3,0.00008383,1.77,0.000148
1121104,1178,144533,30-34,M,16,2080666,202,360.15,40,21,0.00009708,1.78,0.000173
1121105,1178,144533,30-34,M,16,145999,9,16.52,5,2,0.00006164,1.84,0.000113
1121107,1178,144533,30-34,M,16,32616,1,1.54,2,0,0.00003066,1.54,0.000047
1121108,1178,144533,30-34,M,16,984521,95,163.90,26,14,0.00009649,1.73,0.000166
1121110,1178,144534,30-34,M,18,880814,123,210.36,6,2,0.00013964,1.71,0.000239
1121111,1178,144534,30-34,M,18,182452,20,35.73,4,1,0.00010962,1.79,0.000196
1121113,1178,144534,30-34,M,18,894911,120,215.84,7,4,0.00013409,1.80,0.000241
1121114,1178,144534,30-34,M,18,31349,2,3.80,1,0,0.00006380,1.90,0.000121
1121115,1178,144535,30-34,M,19,410310,55,96.80,3,0,0.00013404,1.76,0.000236
1121116,1178,144535,30-34,M,19,572450,89,157.33,7,4,0.00015547,1.77,0.000275
1121117,1178,144535,30-34,M,19,98759,15,26.57,1,1,0.00015188,1.77,0.000269
1121119,1178,144535,30-34,M,19,345371,54,93.09,7,3,0.00015635,1.72,0.000270
1121121,1178,144536,30-34,M,20,323899,46,78.92,5,1,0.00014202,1.72,0.000244
1121122,1178,144536,30-34,M,20,399199,58,103.15,3,0,0.00014529,1.78,0.000258
1121123,1178,144536,30-34,M,20,171202,22,36.53,3,1,0.00012850,1.66,0.000213
1121124,1178,144536,30-34,M,20,128386,15,28.85,2,1,0.00011684,1.92,0.000225
1121125,1178,144536,30-34,M,20,1034284,152,257.71,20,9,0.00014696,1.70,0.000249
1121126,1178,144536,30-34,M,20,45923,5,7.22,2,0,0.00010888,1.44,0.000157
1121127,1178,144537,30-34,M,21,40873,4,7.90,2,1,0.00009786,1.97,0.000193
1121128,1178,144537,30-34,M,21,286553,34,62.06,2,1,0.00011865,1.83,0.000217
1121129,1178,144537,30-34,M,21,20618,1,2.10,2,1,0.00004850,2.10,0.000102
1121131,1178,144537,30-34,M,21,83591,7,14.14,2,2,0.00008374,2.02,0.000169
1121132,1178,144537,30-34,M,21,114923,12,23.73,4,2,0.00010442,1.98,0.000206
1121133,1178,144538,30-34,M,22,25002,1,1.71,1,0,0.00004000,1.71,0.000068
1121134,1178,144538,30-34,M,22,68905,5,9.44,1,0,0.00007256,1.89,0.000137
1121136,1178,144538,30-34,M,22,169588,16,27.80,1,0,0.00009435,1.74,0.000164
1121138,1178,144538,30-34,M,22,328991,35,67.65,5,2,0.00010639,1.93,0.000206
1121141,1178,144539,30-34,M,23,23198,2,2.98,1,0,0.00008621,1.49,0.000128
1121142,1178,144539,30-34,M,23,26890,2,3.24,1,0,0.00007438,1.62,0.000120
1121143,1178,144539,30-34,M,23,221695,31,52.26,5,2,0.00013983,1.69,0.000236
1121152,1178,144541,30-34,M,24,88443,7,13.04,1,1,0.00007915,1.86,0.000147
1121153,1178,144541,30-34,M,24,187856,23,38.39,5,1,0.00012243,1.67,0.000204
1121164,1178,144545,30-34,M,25,570699,80,138.77,9,2,0.00014018,1.73,0.000243
1121167,1178,144545,30-34,M,25,1063508,145,260.38,23,7,0.00013634,1.80,0.000245
1121168,1178,144545,30-34,M,25,50523,6,8.55,1,0,0.00011876,1.42,0.000169
1121172,1178,144547,30-34,M,26,87935,9,15.63,1,0,0.00010235,1.74,0.000178
1121173,1178,144547,30-34,M,26,278225,33,60.20,3,0,0.00011861,1.82,0.000216
1121175,1178,144547,30-34,M,26,209461,20,34.19,1,0,0.00009548,1.71,0.000163
1121177,1178,144547,30-34,M,26,26316,2,3.24,3,0,0.00007600,1.62,0.000123
1121181,1178,144549,30-34,M,27,41030,3,5.14,2,1,0.00007312,1.71,0.000125
1121182,1178,144549,30-34,M,27,876671,120,216.56,22,4,0.00013688,1.80,0.000247
1121183,1178,144549,30-34,M,27,399392,53,93.07,5,0,0.00013270,1.76,0.000233
1121184,1178,144549,30-34,M,27,283858,30,56.06,1,0,0.00010569,1.87,0.000197
1121185,1178,144549,30-34,M,27,260699,31,54.10,5,2,0.00011891,1.75,0.000208
1121193,1178,144552,30-34,M,28,57781,5,7.80,2,1,0.00008653,1.56,0.000135
1121195,1178,144552,30-34,M,28,38757,3,5.22,1,0,0.00007741,1.74,0.000135
1121196,1178,144552,30-34,M,28,1392288,206,358.55,31,7,0.00014796,1.74,0.000258
1121197,1178,144552,30-34,M,28,1109387,159,280.99,13,2,0.00014332,1.77,0.000253
1121202,1178,144554,30-34,M,29,581281,65,115.12,10,5,0.00011182,1.77,0.000198
1121203,1178,144554,30-34,M,29,1048861,128,219.77,22,8,0.00012204,1.72,0.000210
1121205,1178,144554,30-34,M,29,297452,30,52.02,4,1,0.00010086,1.73,0.000175
1121206,1178,144554,30-34,M,29,227925,22,35.31,22,12,0.00009652,1.60,0.000155
1121207,1178,144554,30-34,M,29,374175,38,63.32,8,3,0.00010156,1.67,0.000169
1121211,1178,144556,30-34,M,30,223586,32,54.24,1,0,0.00014312,1.70,0.000243
1121213,1178,144556,30-34,M,30,283170,39,65.23,2,1,0.00013773,1.67,0.000230
1121215,1178,144556,30-34,M,30,41636,3,4.21,1,0,0.00007205,1.40,0.000101
1121216,1178,144556,30-34,M,30,198658,30,48.61,8,1,0.00015101,1.62,0.000245
1121220,1178,144558,30-34,M,31,100596,10,13.92,4,2,0.00009941,1.39,0.000138
1121223,1178,144558,30-34,M,31,64020,5,11.06,1,0,0.00007810,2.21,0.000173
1121224,1178,144558,30-34,M,31,14289,0,0.00,1,0,0.00000000,#DIV/0!,0.000000
1121229,1178,144561,30-34,M,32,404866,43,87.42,4,0,0.00010621,2.03,0.000216
1121231,1178,144561,30-34,M,32,22256,1,1.66,1,1,0.00004493,1.66,0.000075
1121233,1178,144561,30-34,M,32,57690,4,6.74,1,0,0.00006934,1.69,0.000117
1121241,1178,144562,30-34,M,36,24952,5,8.22,3,2,0.00020038,1.64,0.000329
1121242,1178,144562,30-34,M,36,38900,3,5.58,1,0,0.00007712,1.86,0.000143
1121243,1178,144562,30-34,M,36,53520,6,9.23,1,1,0.00011211,1.54,0.000172
1121244,1178,144562,30-34,M,36,181683,20,34.23,2,1,0.00011008,1.71,0.000188
1121245,1178,144562,30-34,M,36,29185,2,3.15,1,0,0.00006853,1.57,0.000108
1121246,1178,144562,30-34,M,36,105047,13,20.21,3,1,0.00012375,1.55,0.000192
1121250,1178,144565,30-34,M,63,287976,31,59.44,3,2,0.00010765,1.92,0.000206
1121251,1178,144565,30-34,M,63,212175,22,38.59,2,1,0.00010369,1.75,0.000182
1121252,1178,144565,30-34,M,63,11139,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
1121254,1178,144565,30-34,M,63,124005,11,21.85,4,1,0.00008871,1.99,0.000176
1121255,1178,144565,30-34,M,63,20423,1,1.96,1,0,0.00004896,1.96,0.000096
1121261,1178,144567,30-34,M,64,103001,14,22.32,1,0,0.00013592,1.59,0.000217
1121262,1178,144567,30-34,M,64,447420,66,110.24,7,2,0.00014751,1.67,0.000246
1121263,1178,144567,30-34,M,64,156101,19,29.75,2,2,0.00012172,1.57,0.000191
1121264,1178,144567,30-34,M,64,93015,12,18.47,1,0,0.00012901,1.54,0.000199
1121265,1178,144568,30-34,M,65,145398,23,36.24,1,0,0.00015819,1.58,0.000249
1121269,1178,144568,30-34,M,65,296413,50,76.44,3,1,0.00016868,1.53,0.000258
1121273,1178,144569,30-34,M,2,9370,0,0.00,1,1,0.00000000,#DIV/0!,0.000000
